Date,Open,High,Low,Close,Adj Close,Volume
1964-12-31,1257.719971,1289.500000,1242.270020,1242.270020,1242.270020,0
1965-01-31,1242.829956,1263.589966,1213.069946,1213.069946,1213.069946,0
1965-02-28,1206.479980,1213.030029,1132.770020,1132.770020,1132.770020,0
1965-03-31,1127.579956,1183.119995,1119.859985,1176.640015,1176.640015,0
1965-04-30,1163.510010,1163.869995,1081.510010,1096.599976,1096.599976,0
1965-05-31,1092.849976,1131.319946,1055.599976,1060.109985,1060.109985,0
1965-06-30,1064.589966,1097.199951,1020.489990,1097.199951,1097.199951,0
1965-07-31,1120.589966,1255.579956,1111.689941,1255.579956,1255.579956,0
1965-08-31,1249.719971,1277.150024,1223.739990,1223.739990,1223.739990,0
1965-09-30,1210.109985,1258.339966,1191.890015,1250.680054,1250.680054,0
1965-10-31,1268.000000,1373.160034,1262.800049,1373.160034,1373.160034,0
1965-11-30,1377.670044,1417.829956,1315.260010,1417.829956,1417.829956,0
1965-12-31,1430.130005,1470.380005,1410.430054,1470.380005,1470.380005,0
1966-01-31,1485.239990,1507.410034,1442.020020,1507.410034,1507.410034,0
1966-02-28,1520.709961,1584.280029,1512.189941,1584.280029,1584.280029,0
1966-03-31,1588.729980,1588.729980,1486.930054,1553.680054,1553.680054,0
1966-04-30,1565.550049,1582.729980,1512.630005,1514.150024,1514.150024,0
1966-05-31,1490.849976,1545.770020,1490.849976,1494.900024,1494.900024,0
1966-06-30,1509.160034,1532.660034,1434.680054,1499.000000,1499.000000,0
1966-07-31,1495.880005,1497.349976,1450.609985,1463.040039,1463.040039,0
1966-08-31,1472.859985,1472.859985,1422.170044,1464.589966,1464.589966,0
1966-09-30,1469.239990,1469.239990,1408.089966,1441.020020,1441.020020,0
1966-10-31,1431.920044,1445.079956,1390.209961,1390.209961,1390.209961,0
1966-11-30,1392.069946,1452.099976,1364.339966,1452.099976,1452.099976,0
1966-12-31,1441.349976,1463.109985,1413.930054,1463.109985,1463.109985,0
1967-01-31,1463.640015,1494.819946,1446.660034,1494.819946,1494.819946,0
1967-02-28,1506.270020,1506.270020,1438.000000,1455.579956,1455.579956,0
1967-03-31,1439.119995,1445.459961,1418.020020,1437.239990,1437.239990,0
1967-04-30,1437.239990,1505.939941,1437.239990,1505.939941,1505.939941,0
1967-05-31,1502.780029,1502.780029,1470.709961,1494.180054,1494.180054,0
1967-06-30,1494.439941,1494.439941,1475.660034,1476.329956,1476.329956,0
1967-07-31,1461.729980,1461.729980,1321.540039,1342.680054,1342.680054,0
1967-08-31,1352.540039,1371.369995,1317.810059,1323.910034,1323.910034,0
1967-09-30,1312.280029,1385.609985,1312.280029,1376.050049,1376.050049,0
