Date,Open,High,Low,Close,Adj Close,Volume
1999-01-31,14544.120117,14641.410156,13769.250000,14367.540039,14367.540039,0
1999-02-28,14362.860352,16437.230469,13921.059570,15836.589844,15836.589844,0
1999-03-31,15868.049805,17166.060547,15813.410156,16701.529297,16701.529297,0
1999-04-30,16762.779297,17300.609375,15886.620117,16111.650391,16111.650391,0
1999-05-31,16090.150391,17958.339844,16026.950195,17529.740234,17529.740234,0
1999-06-30,17607.599609,18623.150391,17367.080078,17861.859375,17861.859375,0
1999-07-31,17827.240234,18397.929688,17040.720703,17436.560547,17436.560547,0
1999-08-31,17479.570313,17988.589844,16652.039063,17605.460938,17605.460938,0
1999-09-30,17589.730469,18228.390625,17178.470703,17942.080078,17942.080078,0
1999-10-31,17982.390625,19036.080078,17857.109375,18558.230469,18558.230469,0
1999-11-30,18563.259766,18960.330078,18006.320313,18934.339844,18934.339844,0
1999-12-31,18937.449219,19595.830078,18068.099609,19539.699219,19539.699219,0
2000-01-31,19536.679688,20046.140625,19266.960938,19959.519531,19959.519531,0
2000-02-29,20030.080078,20809.789063,18765.880859,20337.320313,20337.320313,0
2000-03-31,20327.789063,20833.210938,17926.429688,17973.699219,17973.699219,0
2000-04-30,17979.250000,18586.160156,15870.250000,16332.450195,16332.450195,0
2000-05-31,16320.080078,17511.320313,16289.919922,17411.050781,17411.050781,0
2000-06-30,17451.650391,17661.109375,15394.709961,15727.490234,15727.490234,0
2000-07-31,15784.599609,17210.800781,15557.330078,16861.259766,16861.259766,0
2000-08-31,16915.039063,17018.519531,15621.879883,15747.259766,15747.259766,0
2000-09-30,15735.709961,16192.780273,14333.160156,14539.599609,14539.599609,0
2000-10-31,14557.450195,15602.389648,14172.639648,14648.509766,14648.509766,0
2000-11-30,14600.530273,15273.400391,13182.509766,13785.690430,13785.690430,0
2000-12-31,13898.089844,14186.620117,13123.809570,13843.549805,13843.549805,0
2001-01-31,13740.919922,13862.290039,12784.169922,12883.540039,12883.540039,0
2001-02-28,12811.519531,13867.580078,11433.879883,12999.700195,12999.700195,0
2001-03-31,13057.650391,14099.490234,12579.559570,13934.320313,13934.320313,0
2001-04-30,14096.320313,14556.110352,13216.570313,13262.139648,13262.139648,0
2001-05-31,13365.080078,13510.700195,12511.660156,12969.049805,12969.049805,0
2001-06-30,12929.660156,12929.660156,11531.679688,11860.769531,11860.769531,0
2001-07-31,11920.639648,12407.370117,10684.160156,10713.509766,10713.509766,0
2001-08-31,10729.599609,10812.889648,9382.950195,9774.679688,9774.679688,0
2001-09-30,9766.750000,11052.009766,9604.089844,10366.339844,10366.339844,0
2001-10-31,10430.589844,11186.750000,9955.089844,10697.440430,10697.440430,0
2001-11-30,10694.650391,11052.509766,10170.900391,10542.620117,10542.620117,0
2001-12-31,10631.000000,10979.919922,9843.120117,9997.799805,9997.799805,0
2002-01-31,10026.959961,10798.669922,9420.849609,10587.830078,10587.830078,0
2002-02-28,10641.360352,12034.040039,10540.309570,11024.940430,11024.940430,0
2002-03-31,11106.070313,11812.990234,10896.120117,11492.540039,11492.540039,0
2002-04-30,11540.089844,12081.429688,11250.860352,11763.700195,11763.700195,0
2002-05-31,11804.040039,11905.160156,10060.719727,10621.839844,10621.839844,795700
2002-06-30,10655.000000,11050.690430,9547.849609,9877.940430,9877.940430,1140500
2002-07-31,9912.589844,10162.299805,9439.410156,9619.299805,9619.299805,987400
2002-08-31,9564.900391,9884.599609,8969.259766,9383.290039,9383.290039,1001300
2002-09-30,9289.530273,9293.860352,8197.219727,8640.480469,8640.480469,1057900
2002-10-31,8651.669922,9294.099609,8246.530273,9215.559570,9215.559570,1119100
2002-11-30,9208.610352,9320.110352,8256.519531,8578.950195,8578.950195,911500
2002-12-31,8669.889648,8829.059570,8237.030273,8339.940430,8339.940430,1051300
2003-01-31,8285.549805,8821.309570,8253.759766,8363.040039,8363.040039,977500
2003-02-28,8397.150391,8509.429688,7824.819824,7972.709961,7972.709961,1062200
2003-03-31,7907.129883,8249.980469,7603.759766,7831.419922,7831.419922,1133400
2003-04-30,7804.029785,8461.730469,7745.689941,8424.509766,8424.509766,1234700
2003-05-31,8490.219727,9188.950195,8488.889648,9083.110352,9083.110352,1717500
2003-06-30,9097.610352,10070.110352,9078.740234,9563.209961,9563.209961,1894200
2003-07-31,9646.660156,10415.530273,9224.049805,10343.549805,10343.549805,1736200
2003-08-31,10399.530273,11160.190430,10148.360352,10219.049805,10219.049805,1829800
2003-09-30,10232.570313,11238.629883,10173.540039,10559.589844,10559.589844,1960300
2003-10-31,10693.660156,10869.349609,9614.599609,10100.570313,10100.570313,1273100
2003-11-30,10006.129883,10681.280273,9859.000000,10676.639648,10676.639648,1274000
2003-12-31,10787.830078,11193.639648,10665.150391,10783.610352,10783.610352,1436200
2004-01-31,10784.929688,11069.280273,10299.429688,11041.919922,11041.919922,1282100
2004-02-29,11112.679688,11869.000000,11045.940430,11715.389648,11715.389648,2429300
2004-03-31,11756.160156,12195.660156,11623.650391,11761.790039,11761.790039,2430200
2004-04-30,11777.440430,11785.259766,10489.839844,11236.370117,11236.370117,1696200
2004-05-31,11204.690430,11887.950195,10963.559570,11858.870117,11858.870117,1704500
2004-06-30,11933.330078,11988.120117,11018.790039,11325.780273,11325.780273,1373300
2004-07-31,11274.450195,11279.709961,10545.889648,11081.790039,11081.790039,1481800
2004-08-31,11104.849609,11357.849609,10737.780273,10823.570313,10823.570313,1666700
2004-09-30,10893.190430,11410.400391,10575.230469,10771.419922,10771.419922,1588400
2004-10-31,10731.019531,11268.809570,10690.950195,10899.250000,10899.250000,1400600
2004-11-30,10790.450195,11500.950195,10721.589844,11488.759766,11488.759766,1437800
2004-12-31,11458.269531,11580.690430,11212.629883,11387.589844,11387.589844,1616200
2005-01-31,11422.019531,11754.900391,11271.040039,11740.599609,11740.599609,1665700
2005-02-28,11734.139648,11975.459961,11506.849609,11668.950195,11668.950195,2032200
2005-03-31,11590.450195,11911.900391,10770.580078,11008.900391,11008.900391,1675000
2005-04-30,10954.209961,11302.519531,10788.589844,11276.589844,11276.589844,1446100
2005-05-31,11220.940430,11594.570313,11148.360352,11584.009766,11584.009766,1617600
2005-06-30,11573.370117,11913.500000,11540.929688,11899.599609,11899.599609,1432300
2005-07-31,11907.419922,12612.160156,11614.709961,12413.599609,12413.599609,2344500
2005-08-31,12501.429688,13678.440430,12498.400391,13574.299805,13574.299805,3272000
2005-09-30,13566.200195,13783.599609,12996.290039,13606.500000,13606.500000,3283900
2005-10-31,13718.209961,15013.240234,13706.330078,14872.150391,14872.150391,3468100
2005-11-30,14914.750000,16445.560547,14880.179688,16111.429688,16111.429688,3239400
2005-12-31,16294.650391,16754.599609,15059.519531,16649.820313,16649.820313,2680600
2006-01-31,16594.900391,16777.369141,15389.580078,16205.429688,16205.429688,2767300
2006-02-28,16026.820313,17125.640625,15553.139648,17059.660156,17059.660156,2389600
2006-03-31,17127.609375,17563.369141,16750.500000,16906.230469,16906.230469,2145500
2006-04-30,16929.830078,17375.250000,15442.530273,15467.330078,15467.330078,2337600
2006-05-31,15603.250000,15789.309570,14045.530273,15505.179688,15505.179688,2526300
2006-06-30,15573.349609,15710.389648,14437.240234,15456.809570,15456.809570,2085700
2006-07-31,15387.519531,16244.839844,15154.059570,16140.759766,16140.759766,2278400
2006-08-31,16072.809570,16414.939453,15513.870117,16127.580078,16127.580078,2062500
2006-09-30,16169.000000,16901.529297,16028.320313,16399.390625,16399.390625,2207200
2006-10-31,16338.719727,16512.509766,15615.559570,16274.330078,16274.330078,2143600
2006-11-30,16313.019531,17301.689453,16185.919922,17225.830078,17225.830078,2415700
2006-12-31,17322.500000,17617.640625,16758.460938,17383.419922,17383.419922,2668700
2007-01-31,17377.029297,18300.390625,17199.660156,17604.119141,17604.119141,3256500
2007-02-28,17542.230469,17558.039063,16532.910156,17287.650391,17287.650391,3402500
2007-03-31,17346.250000,17782.080078,16999.050781,17400.410156,17400.410156,2597500
2007-04-30,17396.300781,17875.750000,17203.029297,17875.750000,17875.750000,2759200
2007-05-31,17949.919922,18297.000000,17591.929688,18138.359375,18138.359375,2726700
2007-06-30,18139.039063,18295.269531,17042.660156,17248.890625,17248.890625,2635500
2007-07-31,17169.199219,17274.330078,15262.099609,16569.089844,16569.089844,3199300
2007-08-31,16511.070313,16929.259766,15610.650391,16785.689453,16785.689453,2068700
2007-09-30,16773.099609,17488.970703,16199.019531,16737.630859,16737.630859,2633300
2007-10-31,16812.900391,16887.039063,14669.849609,15680.669922,15680.669922,3089900
2007-11-30,15747.469727,16107.650391,14998.009766,15307.780273,15307.780273,2330800
2007-12-31,15155.730469,15156.660156,12572.679688,13592.469727,13592.469727,3114100
2008-01-31,13517.740234,14105.469727,12923.419922,13603.019531,13603.019531,2916400
2008-02-29,13412.870117,13413.629883,11691.000000,12525.540039,12525.540039,2821400
2008-03-31,12539.799805,14003.280273,12521.839844,13849.990234,13849.990234,2572700
2008-04-30,13802.589844,14392.530273,13540.679688,14338.540039,14338.540039,2699700
2008-05-31,14342.959961,14601.269531,13453.349609,13481.379883,13481.379883,2825900
2008-06-30,13514.860352,13603.309570,12671.339844,13376.809570,13376.809570,2658600
2008-07-31,13276.570313,13468.809570,12631.940430,13072.870117,13072.870117,2443300
2008-08-31,12936.809570,12940.549805,11160.830078,11259.860352,11259.860352,2905700
2008-09-30,11396.610352,11456.639648,6994.899902,8576.980469,8576.980469,4267300
2008-10-31,8702.769531,9521.240234,7406.180176,8512.269531,8512.269531,2850200
2008-11-30,8464.360352,8859.559570,7849.839844,8859.559570,8859.559570,2663800
2008-12-31,8991.209961,9325.349609,7671.040039,7994.049805,7994.049805,2655200
2009-01-31,7908.509766,8257.709961,7155.160156,7568.419922,7568.419922,2809500
2009-02-28,7454.279785,8843.179688,7021.279785,8109.529785,8109.529785,3376900
2009-03-31,8173.359863,9068.799805,8084.620117,8828.259766,8828.259766,3798500
2009-04-30,8848.839844,9522.500000,8827.129883,9522.500000,9522.500000,3006700
2009-05-31,9517.490234,10170.820313,9491.259766,9958.440430,9958.440430,3795800
2009-06-30,9889.339844,10359.070313,9050.330078,10356.830078,10356.830078,3393000
2009-07-31,10355.230469,10767.000000,10142.219727,10492.530273,10492.530273,2927600
2009-08-31,10453.370117,10577.190430,9971.049805,10133.230469,10133.230469,2585200
2009-09-30,10072.639648,10397.690430,9628.669922,10034.740234,10034.740234,3133500
2009-10-31,9903.769531,9979.459961,9076.410156,9345.549805,9345.549805,2760300
2009-11-30,9281.820313,10707.509766,9233.200195,10546.440430,10546.440430,3335300
2009-12-31,10609.339844,10982.099609,10198.040039,10198.040039,10198.040039,3461300
2010-01-31,10212.360352,10449.750000,9867.389648,10126.030273,10126.030273,2486300
2010-02-28,10128.730469,11147.620117,10116.860352,11089.940430,11089.940430,2840200
2010-03-31,11178.919922,11408.169922,10865.919922,11057.400391,11057.400391,3039100
2010-04-30,10847.900391,10847.900391,9395.290039,9768.700195,9768.700195,3169300
2010-05-31,9747.259766,10251.900391,9347.070313,9382.639648,9382.639648,2699700
2010-06-30,9296.860352,9807.360352,9091.700195,9537.299805,9537.299805,2938300
2010-07-31,9574.639648,9750.879883,8807.410156,8824.059570,8824.059570,2551700
2010-08-31,8833.320313,9704.250000,8796.450195,9369.349609,9369.349609,2480200
2010-09-30,9440.519531,9716.919922,9179.150391,9202.450195,9202.450195,2922000
2010-10-31,9166.849609,10157.969727,9123.620117,9937.040039,9937.040039,2736400
2010-11-30,9939.799805,10394.219727,9918.549805,10228.919922,10228.919922,2638500
2010-12-31,10352.190430,10620.570313,10182.570313,10237.919922,10237.919922,2736000
2011-01-31,10281.549805,10891.599609,10245.750000,10624.089844,10624.089844,3125000
2011-02-28,10676.240234,10768.429688,8227.629883,9755.099609,9755.099609,4792200
2011-03-31,9757.280273,9849.740234,9405.190430,9849.740234,9849.740234,2991400
2011-04-30,9964.389648,10017.469727,9406.040039,9693.730469,9693.730469,2475600
2011-05-31,9708.049805,9849.690430,9318.620117,9816.089844,9816.089844,2889600
2011-06-30,9878.690430,10207.910156,9824.339844,9833.030273,9833.030273,2450800
2011-07-31,9907.040039,10040.129883,8619.209961,8955.200195,8955.200195,3428500
2011-08-31,9017.009766,9098.150391,8359.700195,8700.290039,8700.290039,2664200
2011-09-30,8567.980469,9152.389648,8343.009766,8988.389648,8988.389648,2371900
2011-10-31,8880.750000,8946.000000,8135.790039,8434.610352,8434.610352,2276100
2011-11-30,8581.200195,8729.809570,8272.259766,8455.349609,8455.349609,2086100
2011-12-31,8549.540039,8911.620117,8349.330078,8802.509766,8802.509766,2153800
2012-01-31,8789.059570,9866.410156,8780.099609,9723.240234,9723.240234,3455900
2012-02-29,9771.339844,10255.150391,9509.099609,10083.559570,10083.559570,3340600
2012-03-31,10161.719727,10190.349609,9388.139648,9520.889648,9520.889648,2547300
2012-04-30,9471.660156,9472.250000,8455.129883,8542.730469,8542.730469,2713200
2012-05-31,8465.469727,9044.040039,8238.959961,9006.780273,9006.780273,2548800
2012-06-30,9103.790039,9136.019531,8328.019531,8695.059570,8695.059570,2457400
2012-07-31,8622.040039,9222.870117,8513.200195,8839.910156,8839.910156,2571500
2012-08-31,8836.610352,9288.530273,8646.030273,8870.160156,8870.160156,2403400
2012-09-30,8815.070313,9075.589844,8488.139648,8928.290039,8928.290039,2738800
2012-10-31,8931.709961,9492.910156,8619.450195,9446.009766,9446.009766,2687500
2012-11-30,9484.200195,10433.629883,9376.969727,10395.179688,10395.179688,3432700
2012-12-31,10604.500000,11145.379883,10398.610352,11138.660156,11138.660156,4335800
2013-01-31,11193.719727,11662.519531,11046.919922,11559.360352,11559.360352,5299900
2013-02-28,11464.709961,12650.259766,11464.709961,12397.910156,12397.910156,4251700
2013-03-31,12371.339844,13983.870117,11805.780273,13860.860352,13860.860352,6211600
2013-04-30,13837.719727,15942.599609,13555.660156,13774.540039,13774.540039,7190600
2013-05-31,13551.360352,13724.440430,12415.849609,13677.320313,13677.320313,4755100
2013-06-30,13746.719727,14953.290039,13562.700195,13668.320313,13668.320313,4145700
2013-07-31,13674.500000,14466.160156,13188.139648,13388.860352,13388.860352,3158800
2013-08-31,13438.070313,14817.500000,13407.530273,14455.799805,14455.799805,2908600
2013-09-30,14517.980469,14799.280273,13748.940430,14327.940430,14327.940430,3095600
2013-10-31,14403.070313,15729.089844,14026.169922,15661.870117,15661.870117,3175900
2013-11-30,15659.740234,16320.219727,15112.540039,16291.309570,16291.309570,3151000
2013-12-31,16147.540039,16164.009766,14764.570313,14914.530273,14914.530273,3734900
2014-01-31,14788.559570,15094.540039,13995.860352,14841.070313,14841.070313,3390300
2014-02-28,14666.929688,15312.599609,14203.209961,14827.830078,14827.830078,3011800
2014-03-31,14870.509766,15164.389648,13885.110352,14304.110352,14304.110352,2575500
2014-04-30,14341.089844,14744.160156,13964.429688,14632.379883,14632.379883,2560200
2014-05-31,14777.509766,15442.669922,14777.509766,15162.099609,15162.099609,2715300
2014-06-30,15179.639648,15759.660156,15101.490234,15620.769531,15620.769531,2467400
2014-07-31,15511.540039,15628.780273,14753.839844,15424.589844,15424.589844,2300800
2014-08-31,15454.589844,16374.139648,15440.990234,16173.519531,16173.519531,2530100
2014-09-30,16173.389648,16533.910156,14529.030273,16413.759766,16413.759766,3436700
2014-10-31,16732.849609,17520.539063,16713.369141,17459.849609,17459.849609,3155400
2014-11-30,17475.099609,18030.830078,16672.939453,17450.769531,17450.769531,2962900
2014-12-31,17702.119141,17808.470703,16592.570313,17674.390625,17674.390625,685500
2015-01-31,17536.609375,18865.390625,17271.869141,18797.939453,18797.939453,1798600
2015-02-28,18869.400391,19775.449219,18577.060547,19206.990234,19206.990234,3125500
2015-03-31,19129.750000,20252.119141,18927.949219,19520.009766,19520.009766,2855000
2015-04-30,19510.849609,20655.330078,19257.849609,20563.150391,20563.150391,3225500
2015-05-31,20444.539063,20952.710938,19990.550781,20235.730469,20235.730469,2973900
2015-06-30,20291.050781,20850.000000,19115.199219,20585.240234,20585.240234,1929000
2015-07-31,20540.210938,20946.929688,17714.300781,18890.480469,18890.480469,3258400
2015-08-31,18763.720703,18777.470703,16901.490234,17388.150391,17388.150391,2703900
2015-09-30,17479.970703,19202.339844,17389.570313,19083.099609,19083.099609,2963600
2015-10-31,18827.109375,19994.050781,18641.220703,19747.470703,19747.470703,2551300
2015-11-30,19799.080078,20012.400391,18562.509766,19033.710938,19033.710938,2448800
2015-12-31,18818.580078,18951.119141,16017.259766,17518.300781,17518.300781,3044100
2016-01-31,17699.599609,17905.369141,14865.769531,16026.759766,16026.759766,4103500
2016-02-29,16013.000000,17291.349609,15857.370117,16758.669922,16758.669922,3254100
2016-03-31,16719.560547,17613.560547,15471.799805,16666.050781,16666.050781,3165100
2016-04-30,16357.099609,17251.359375,15975.469727,17234.980469,17234.980469,2531100
2016-05-31,17097.220703,17145.949219,14864.009766,15575.919922,15575.919922,3027700
2016-06-30,15698.019531,16938.960938,15106.519531,16569.269531,16569.269531,2756500
2016-07-31,16415.310547,16943.669922,15921.040039,16887.400391,16887.400391,2631200
2016-08-31,16885.160156,17156.359375,16285.410156,16449.839844,16449.839844,2447200
2016-09-30,16566.029297,17461.029297,16554.830078,17425.019531,17425.019531,2172300
2016-10-31,17380.539063,18482.939453,16111.809570,18308.480469,18308.480469,3174200
2016-11-30,18535.240234,19592.900391,18227.390625,19114.369141,19114.369141,2854900
2016-12-31,19298.679688,19615.400391,18650.330078,19041.339844,19041.339844,2440400
